id;title;description;availability;condition;price;link;image_link;brand;fb_product_category;"google_product_
category";"additional_
image_link";gender;age_group;color;size
Dress55;Off the shoulder long ball gown;The quinceanera dress features corset top with ruffles and lace applique, skirt with lace hem line , back lace up closure.;in stock;new;103 USD;https://www.amazon.com/Okaybrial-Womens-Quinceanera-Dresses-Shoulder/dp/B07GBVDSZH/ref=as_li_ss_tl?dchild=1&keywords=quinceanera+dresses&qid=1585837993&sr=8-10&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=14ba2b7e7d688c1c1b2e91330784cf1d;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F55%2F55.jpg?alt=media&token=b0ce7deb-5ca9-430a-ab50-e7bd2bdbb222;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F12.jpg?alt=media&token=f25865d9-17e1-45b7-bcf8-94ce076aa2c8,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F13.jpg?alt=media&token=1420f0af-0c04-460a-b426-983fff83e385,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F14.jpg?alt=media&token=b3a2d1e5-a8e6-4b64-b70b-433078ce1018;female;teen;blue;S, M, L, XL
Dress56;Off the shoulder long ball gown;The quinceanera dress features corset top with ruffles and lace applique, skirt with lace hem line , back lace up closure.;in stock;new;103 USD;https://www.amazon.com/Okaybrial-Womens-Quinceanera-Dresses-Shoulder/dp/B07XGHWLHV/ref=as_li_ss_tl?dchild=1&keywords=quinceanera+dresses&qid=1585837993&sr=8-10&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=6ea004e6e2f1425a106ab9256684d3f3;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F56%2F56.jpg?alt=media&token=432c21e3-1a7e-4f9b-a59b-03321e5ac1a7;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F12.jpg?alt=media&token=f25865d9-17e1-45b7-bcf8-94ce076aa2c8,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F13.jpg?alt=media&token=1420f0af-0c04-460a-b426-983fff83e385,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F14.jpg?alt=media&token=b3a2d1e5-a8e6-4b64-b70b-433078ce1018;female;teen;green;S, M, L, XL
Dress57;Off the shoulder long ball gown;The quinceanera dress features corset top with ruffles and lace applique, skirt with lace hem line , back lace up closure.;in stock;new;103 USD;https://www.amazon.com/Okaybrial-Womens-Quinceanera-Dresses-Shoulder/dp/B07XFKVVDZ/ref=as_li_ss_tl?dchild=1&keywords=quinceanera+dresses&qid=1585837993&sr=8-10&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=635bdebf734a3b8ca40c81952235dadb;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F57%2F57.jpg?alt=media&token=53a7c7b0-6ae1-4b88-a7c8-09b0c43c70b7;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F12.jpg?alt=media&token=f25865d9-17e1-45b7-bcf8-94ce076aa2c8,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F13.jpg?alt=media&token=1420f0af-0c04-460a-b426-983fff83e385,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F14.jpg?alt=media&token=b3a2d1e5-a8e6-4b64-b70b-433078ce1018;female;teen;purple;S, M, L, XL
Dress58;Off the shoulder long ball gown;The quinceanera dress features corset top with ruffles and lace applique, skirt with lace hem line , back lace up closure.;in stock;new;103 USD;https://www.amazon.com/Okaybrial-Womens-Quinceanera-Dresses-Shoulder/dp/B07CXYTQK4/ref=as_li_ss_tl?dchild=1&keywords=quinceanera+dresses&qid=1585837993&sr=8-10&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=635d5730e90715f45929f5597b2972b9;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F58%2F58.jpg?alt=media&token=4ae4e977-fb77-4ce8-87da-fd57c9243998;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F12.jpg?alt=media&token=f25865d9-17e1-45b7-bcf8-94ce076aa2c8,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F13.jpg?alt=media&token=1420f0af-0c04-460a-b426-983fff83e385,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F14.jpg?alt=media&token=b3a2d1e5-a8e6-4b64-b70b-433078ce1018;female;teen;pink;S, M, L, XL
Dress59;Off the shoulder long ball gown;The quinceanera dress features corset top with ruffles and lace applique, skirt with lace hem line , back lace up closure.;in stock;new;103 USD;https://www.amazon.com/Okaybrial-Womens-Quinceanera-Dresses-Shoulder/dp/B07JQJXHB9/ref=as_li_ss_tl?dchild=1&keywords=quinceanera+dresses&qid=1585837993&sr=8-10&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=19a4f8cb9479a6cb1fad2adc49372d64;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F59%2F59.jpg?alt=media&token=dc3d04d9-6d76-4a42-9bfe-fc9ca630da39;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F12.jpg?alt=media&token=f25865d9-17e1-45b7-bcf8-94ce076aa2c8,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F13.jpg?alt=media&token=1420f0af-0c04-460a-b426-983fff83e385,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F14.jpg?alt=media&token=b3a2d1e5-a8e6-4b64-b70b-433078ce1018;female;teen;pink, red, yellow;S, M, L, XL
Dress60;Off the shoulder long ball gown;The quinceanera dress features corset top with ruffles and lace applique, skirt with lace hem line , back lace up closure.;in stock;new;103 USD;https://www.amazon.com/Okaybrial-Womens-Quinceanera-Dresses-Shoulder/dp/B07JQBBS8R/ref=as_li_ss_tl?dchild=1&keywords=quinceanera+dresses&qid=1585837993&sr=8-10&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=bec0982ba57d43cb48cdd4f93bc20269;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F60%2F60.jpg?alt=media&token=3a3bae1b-4fcd-4b23-bde3-1437fee07fe3;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F12.jpg?alt=media&token=f25865d9-17e1-45b7-bcf8-94ce076aa2c8,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F13.jpg?alt=media&token=1420f0af-0c04-460a-b426-983fff83e385,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F1%2F14.jpg?alt=media&token=b3a2d1e5-a8e6-4b64-b70b-433078ce1018;female;teen;orange;S, M, L, XL
Dress4;Dress with Lace Appliques;Tulle, organza with lace appliques and pearl. Off shoulder, appliqued, pearl, corset back, ball gown, natural waist design.;in stock;new;114 USD;https://www.amazon.com/EileenDor-Quinceanera-Dresses-Appliques-Shoulder/dp/B07JVNS5LB/ref=as_li_ss_tl?dchild=1&keywords=quinceanera+dresses&qid=1585842563&sr=8-4-catcorr&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=33cbd8ef0986cea7ff4274ac3252bd97&language=en_US;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F4%2F4.jpg?alt=media&token=cfa35a52-5565-416b-9e30-5d541d1e6481;;488;2271;;female;teen;blue;S, M, L, XL
Dress6;Ball gown with crystals;Lace Up closure. Made in Tulle and Satin, Ball Gown Style. Sweetheart neck and Lace up Back.;in stock;new;87 USD;https://www.amazon.com/dp/B01LOH0AMA/ref=as_li_ss_tl?_encoding=UTF8&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=7bb2aba0d41f79177af2af95bef289db;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F6%2F6.jpg?alt=media&token=dfe42f09-15a6-43c0-a7f6-d2d58082ed97;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F472.jpg?alt=media&token=26e63c9d-bf4e-45ae-883f-b3d623b458b4,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F473.jpg?alt=media&token=1eefbcd3-7937-45e5-8444-0f4ade80d558;female;teen;purple;S, M, L, XL
Dress5;Ball gown with crystals;Lace Up closure. Made in Tulle and Satin, Ball Gown Style. Sweetheart neck and Lace up Back.;in stock;new;87 USD;https://www.amazon.com/Beautyprom-Womens-Sweetheart-Quinceanera-Dresses/dp/B01LOH04AI/ref=as_li_ss_tl?dchild=1&keywords=sweet+16+dress&qid=1585843807&sr=8-1-catcorr&th=1&linkCode=ll1&tag=quincy0e-20&linkId=3b513d80de0e8b2a2663402b4e77e4fa;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F5%2F5.jpg?alt=media&token=1cc51a08-674b-4cf0-95e1-909a96db5c06;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F472.jpg?alt=media&token=26e63c9d-bf4e-45ae-883f-b3d623b458b4,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F473.jpg?alt=media&token=1eefbcd3-7937-45e5-8444-0f4ade80d558;female;teen;gold;S, M, L, XL
Dress41;Ball gown with crystals;Lace Up closure. Made in Tulle and Satin, Ball Gown Style. Sweetheart neck and Lace up Back.;in stock;new;75 USD;https://www.amazon.com/Beautyprom-Womens-Sweetheart-Quinceanera-Dresses/dp/B078R66GZK/ref=as_li_ss_tl?dchild=1&keywords=sweet+16+dress&qid=1585843807&sr=8-1-catcorr&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=d9301020283a88672baf74ff7d77b744;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F41%2F41.jpg?alt=media&token=9c5c5c0f-1dbf-4b03-9c28-00fa739d8171;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F472.jpg?alt=media&token=26e63c9d-bf4e-45ae-883f-b3d623b458b4,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F473.jpg?alt=media&token=1eefbcd3-7937-45e5-8444-0f4ade80d558;female;teen;blue;S, M, L, XL
Dress42;Ball gown with crystals;Lace Up closure. Made in Tulle and Satin, Ball Gown Style. Sweetheart neck and Lace up Back.;in stock;new;87 USD;https://www.amazon.com/Beautyprom-Womens-Sweetheart-Quinceanera-Dresses/dp/B078R69N6P/ref=as_li_ss_tl?dchild=1&keywords=sweet+16+dress&qid=1585843807&sr=8-1-catcorr&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=90026a7b7320bae040e5b893eed262e1;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F42%2F42.jpg?alt=media&token=b6ed7693-70c7-4137-afc2-994cb8ba0a4c;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F472.jpg?alt=media&token=26e63c9d-bf4e-45ae-883f-b3d623b458b4,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F473.jpg?alt=media&token=1eefbcd3-7937-45e5-8444-0f4ade80d558;female;teen;blue;S, M, L, XL
Dress43;Ball gown with crystals;Lace Up closure. Made in Tulle and Satin, Ball Gown Style. Sweetheart neck and Lace up Back.;in stock;new;87 USD;https://www.amazon.com/dp/B078R415NF/ref=as_li_ss_tl?_encoding=UTF8&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=e9e959a5eefcc47007818a8629380c24;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F43%2F43.jpg?alt=media&token=45c16241-c588-45c3-81ed-998dfd7e4601;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F472.jpg?alt=media&token=26e63c9d-bf4e-45ae-883f-b3d623b458b4,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F473.jpg?alt=media&token=1eefbcd3-7937-45e5-8444-0f4ade80d558;female;teen;red;S, M, L, XL
Dress44;Ball gown with crystals;Lace Up closure. Made in Tulle and Satin, Ball Gown Style. Sweetheart neck and Lace up Back.;in stock;new;87 USD;https://www.amazon.com/dp/B078P26B9M/ref=as_li_ss_tl?_encoding=UTF8&th=1&psc=1&linkCode=ll1&tag=quincy0e-20&linkId=50c4f404b1471576edf343a29c74744b;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F44%2F44.jpg?alt=media&token=c3db9b85-66cd-4112-a52e-6a952addba53;;488;2271;https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F472.jpg?alt=media&token=26e63c9d-bf4e-45ae-883f-b3d623b458b4,https://firebasestorage.googleapis.com/v0/b/quinceanera-planner.appspot.com/o/shopping%2Fitems%2FDress%2F47%2F473.jpg?alt=media&token=1eefbcd3-7937-45e5-8444-0f4ade80d558;female;teen;red;S, M, L, XL
